size=100
0, 1, 2
0, 1, 4
0, 1
0, 2
0, 3
0, 4
1, 2
1, 3
1, 4
2, 3
2, 4
3, 4
5, 6
5, 7
5, 8
5, 9
6, 7
6, 8
6, 9
7, 8
7, 9
8, 9
10, 11
10, 12
10, 13
10, 14
11, 12
11, 13
11, 14
12, 13
12, 14
13, 14
15, 16, 17
15, 17, 19
15, 18, 19
15, 16
15, 17
15, 18
15, 19
16, 17, 18
16, 17
16, 18
16, 19
17, 18, 19
17, 18
17, 19
18, 19
20, 21, 24
20, 22, 23
20, 21
20, 22
20, 23
20, 24
21, 22
21, 23
21, 24
22, 23
22, 24
23, 24
25, 26
25, 27
25, 28
25, 29
26, 27
26, 28
26, 29
27, 28, 29
27, 28
27, 29
28, 29
30, 31, 33
30, 32, 33
30, 31
30, 32
30, 33
30, 34
31, 32
31, 33
31, 34
32, 33
32, 34
33, 34
35, 37, 39
35, 36
35, 37
35, 38
35, 39
36, 37
36, 38
36, 39
37, 38
37, 39
38, 39
40, 41, 43
40, 41
40, 42
40, 43
40, 44
41, 42, 44
41, 43, 44
41, 42
41, 43
41, 44
42, 43, 44
42, 43
42, 44
43, 44
45, 46
45, 47
45, 48
45, 49
46, 47
46, 48
46, 49
47, 48
47, 49
48, 49
50, 52, 54
50, 53, 54
50, 51
50, 52
50, 53
50, 54
51, 52, 53
51, 52, 54
51, 52
51, 53
51, 54
52, 53
52, 54
53, 54
55, 56, 58
55, 57, 58
55, 56
55, 57
55, 58
55, 59
56, 58, 59
56, 57
56, 58
56, 59
57, 58, 59
57, 58
57, 59
58, 59
60, 61
60, 62
60, 63
60, 64
61, 62, 63
61, 62
61, 63
61, 64
62, 63, 64
62, 63
62, 64
63, 64
65, 66
65, 67
65, 68
65, 69
66, 67
66, 68
66, 69
67, 68
67, 69
68, 69
70, 71, 73
70, 71
70, 72
70, 73
70, 74
71, 72, 74
71, 73, 74
71, 72
71, 73
71, 74
72, 73
72, 74
73, 74
75, 76, 78
75, 77, 78
75, 77, 79
75, 76
75, 77
75, 78
75, 79
76, 77
76, 78
76, 79
77, 78
77, 79
78, 79
80, 81, 83
80, 81, 84
80, 82, 83
80, 81
80, 82
80, 83
80, 84
81, 82, 83
81, 82, 84
81, 82
81, 83
81, 84
82, 83
82, 84
83, 84
85, 86, 87
85, 86, 89
85, 86
85, 87
85, 88
85, 89
86, 87
86, 88
86, 89
87, 88
87, 89
88, 89
90, 91, 92
90, 91, 94
90, 91
90, 92
90, 93
90, 94
91, 92, 94
91, 92
91, 93
91, 94
92, 93, 94
92, 93
92, 94
93, 94
95, 96
95, 97
95, 98
95, 99
96, 97
96, 98
96, 99
97, 98, 99
97, 98
97, 99
98, 99
